,Month,Company/Brand,Founded,Headquarters,Sector,Investor/s,Amount ($),Stage
303,September,Exotel,2011.0,Bangalore,Telecommunications,"IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000,Series C
304,September,Fantasy Akhada,2020.0,Gurugram,sports,Prime Securities Limited,2000000,Series A
305,September,Meesho,2015.0,Bangalore,Social commerce,"Fidelity, B Capital",570000000,Pre-series B
307,September,Cusmat,2016.0,Hyderabad,Computer Software,We Founder Circle,100000,Pre-series A
308,September,Homeville,2017.0,Mumbai,Information Technology & Services,"9Unicorns, Varanium NexGen Fund",7000000,Pre-series B
309,September,Coinshift,2021.0,Chandigarh,Blockchain,"Sequoia Capital, Sandeep Nailwal",2500000,Seed
310,September,Strip Finance,2021.0,Hyderabad,Financial Services,"Old Fashion Research, Nothing Research, Tenzor capital",400000,Seed
312,September,Kolo,2020.0,Bangalore,Construction,Better Capital,550000,Pre-seed
313,September,Chqbook,2017.0,Gurugram,FinTech,"Aavishkaar Capital, Rajiv Dadlani Group",5000000,Pre-series B
314,September,My3DSelfie,2016.0,Guwahati,Arts & Crafts,"NEVF, AccelNest",Undisclosed,Pre-series A
315,September,EV Plugs,2021.0,Gurugram,Information Technology & Services,,150000,Pre-series B
316,September,Rulezero,2019.0,Bangalore,Financial Services,The Treasury,2500000,Seed
317,September,CredRight,2016.0,Hyderabad,Financial Services,"9Unicorns, Spearhead Capital, Venture Catalysts",2700000,Pre-series B
319,September,Auntie Fung,2015.0,Bangalore,Food & Beverages,India Angel Network,400000,Pre-series B
320,September,ePayLater,2015.0,Mumbai,Financial Services,"Responsibility, Blue Ashva Capital, Pravega Ventures",10000000,Series B
321,September,Fittr,2016.0,Pune,"Health, Wellness & Fitness","Dream Capital, Elysian Park Ventures",11000000,Series A
322,September,Medikabazaar,2014.0,Mumbai,Healthtech,"CDC Group, Creaegis",75000000,Series C
323,September,Nimble Growth Organics,2016.0,Bangalore,Farming,,Undisclosed,Seed
324,September,Delhivery,2011.0,Gurugram,Logistics & Supply Chain,"Lee Fixel’s venture capital firm, Addition",125000000,Pre-series B
325,September,Akudo,2020.0,Bangalore,Financial Services,"Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",4200000,Seed
326,September,Sanctum Wealth,2016.0,Mumbai,Investment Management,The Xander Group,10000000,Pre-series B
327,September,88academics,2018.0,New Delhi,Education,Aarin Capital,3000000,Pre-series A
329,September,Sanfe,2018.0,New Delhi,"Health, Wellness & Fitness","LetsVenture, Ajay Garg, Tarun Sharma",1000000,Series A
330,September,PredictiVu,2020.0,Gurugram,Management Consulting,Kunal Sarkar,1500000,Pre-seed
331,September,Sterling Accuris Wellness,2016.0,Ahmedabad,Hospital & Health Care,Morgan Stanley Private Equity Asia,30000000,Pre-series B
332,September,Bijnis,2015.0,New Delhi,B2B startup,Westbridge Capital,30000000,Series B
333,September,Capital Float,2013.0,Bangalore,Financial Services,Lightrock India,50000000,Pre-series B
334,September,Manch Technologies,2017.0,Bangalore,Information Technology & Services,Bharat Inclusion,1000000,Pre-series A
337,September,CashBook,2020.0,Gurugram,FinTech,"JAM, Better Tomorrow Ventures",2300000,Seed
338,September,The Money Club,2016.0,Noida,Financial Services,"SOSV, Venture Catalysts",1700000,Pre-series A
339,September,SuperZop,2016.0,Mumbai,Retail,Incofin’s India Progress Fund,4000000,Series A
340,September,Zypp Electric,2017.0,Gurugram,Logistics & Supply Chain,"9Unicorns, Anthill Ventures",7000000,Series A
341,September,Alpha Coach,2021.0,Mumbai,Professional Training & Coaching,Jani Ventures INC,1200000,Pre-series B
342,September,VRO Hospitality,2018.0,Bangalore,Hospitality,CreedCap Asia Advisors,3000000,Series A
343,September,byteXL,2019.0,Hyderabad,E-learning,Joseph Joy,200000,Pre-series B
344,September,Leena AI,2015.0,Gurugram,Computer Software,Bessemer Venture Partners,30000000,Series B
345,September,CARS24,2015.0,Gurugram,Automotive,"DST Global, Falcon Edge, SoftBank Vision Fund 2",450000000,Series C
347,September,Bluepad,2020.0,Bangalore,Online Media,"Titan Capital, AngelList's syndicate",200000,Pre-seed
348,September,FloBiz,2019.0,Bangalore,Information Technology & Services,Sequoia Capital India,31000000,Series B
349,September,Tummoc,2016.0,Bangalore,Mobility,"Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",540000,Seed
350,September,Design Cafe,2015.0,Bangalore,Design,"Westbridge Capital, Sixth Sense Ventures",25000000,Pre-series B
351,September,PayCardo,2021.0,Pune,Financial Services,MaGEHold,Undisclosed,Pre-seed
352,September,Aerchain,2019.0,Bangalore,Computer Software,"Season Two Ventures, IndiaMart",3000000,Pre-series A
354,September,CuriousJr,2020.0,Gurugram,E-learning,"WaterBridge Ventures, Enzia Ventures",1000000,Seed
356,September,Supertails,2021.0,Bangalore,Consumer Services,Alteria Capital,700000,Pre-series B
357,September,LifeCell,2004.0,Chennai,Biotechnology,Orbimed Asia Partners,30000000,Pre-series B
358,September,ZestMoney,2015.0,Bangalore,Financial Services,Zip Co,50000000,Series C
359,September,FrontRow,2020.0,Bangalore,E-learning,"Eight Roads Ventures, GSV",14000000,Series A
360,September,HappyCredit,2020.0,Bangalore,FinTech,"Kunal Shah, Krishna Kumar",600000,Pre-seed
361,September,Endimension,2018.0,Mumbai,Healtcare,Inflection Point Ventures,300000,Seed
362,September,Frenzi,2020.0,Mumbai,Online Media,SucSEED Indovation Fund,Undisclosed,Seed
364,September,BeepKart,2020.0,Bangalore,Automotive,"Stellaris Venture Partners, Chiratae Ventures",3000000,Seed
365,September,Lio,2020.0,Pune,Computer Software,"Lightspeed, Sequioa",5000000,Seed
366,September,TravClan,2018.0,New Delhi,B2B Travel,TheVentures,2200000,Pre-series A
367,September,WickedGud,2021.0,Mumbai,Food & Beverages,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",340000,Pre-seed
368,September,Enercomp,2013.0,Ahmedabad,Information Technology & Services,ah! Ventures,200000,Pre-series B
369,September,BetterPlace,2014.0,Bangalore,Information Technology & Services,"Jungle Ventures, CX Partners",24000000,Series C
370,September,Medpho,2021.0,Noida,Hospital & Health Care,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",1000000,Pre-series B
371,September,LivQuik Technology,2012.0,Mumbai,Financial Services,M2P Fintech,4000000,Pre-series B
373,September,GTM Buddy,2020.0,Hyderabad,Computer Software,Stellaris Venture Partners,2000000,Seed
374,September,Gobbly,2019.0,Gurugram,Retail,"Anicut Angel Fund, Sauce.VC",900000,Pre-series A
375,September,HexaHealth,2019.0,Mumbai,Healthtech,"Omidyar Network India, Chiratae Ventures",4500000,Seed
376,September,Eupheus Learning,2017.0,New Delhi,E-learning,Lightrock India,10000000,Series C
377,September,Easiloan,2020.0,Mumbai,FinTech,Tomorrow Capital,1000000,Pre-series B
380,September,Vahan,2016.0,Bangalore,Information Technology & Services,Khosla Ventures,8000000,Series A
381,September,MPL,2018.0,Bangalore,Sports,Legatum Capital,,Series C
382,September,Tinkerly,2015.0,Jaipur,EdTech,Navneet Education,800000,Pre-series B
383,September,Godamwale,2016.0,Mumbai,Logistics & Supply Chain,,1000000,Seed
384,September,Artium Academy,2021.0,Mumbai,Music,"Sonu Nigam, Whiteboard Capital",750000,Seed
385,September,Awon GameZ,2020.0,Noida,Gaming,Aditya Duggar,2000000,Seed
386,September,Ayu Health,2019.0,Bangalore,"Health, Wellness & Fitness","Vertex Ventures, Stellaris Venture Partners",6300000,Series A
387,September,Apna,2019.0,Bangalore,Recruitment,Tiger Global,100000000,Series C
388,September,BharatAgri,2017.0,Bangalore,AgriTech,"Omnivore, India Quotient",6500000,Series A
389,September,Flatheads,2018.0,Bangalore,Apparel & Fashion,"We Founder Circle, Dexter Angels",1000000,Pre-series A
390,September,Boutique Spirit Brands,2016.0,New Delhi,Wine & Spirits,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",10000000,Pre-series B
391,September,eShipz,2019.0,Bangalore,SaaS startup,"Indian Angel Network, Axilor",700000,Pre-series B
392,September,Pine Labs,1998.0,Noida,Information Technology & Services,Invesco Developing Markets Fund,100000000,Pre-series B
393,September,Paytail,2020.0,New Delhi,Financial Services,Cholamandalam,1500000,Seed
394,September,4Fin,2021.0,Pune,Financial Services,Curesense Therapeutics,1100000,Pre-seed
397,September,immunitoAI,2020.0,Bangalore,Biotechnology,pi Ventures,1000000,Seed
398,September,GameEon Studios,2013.0,Mumbai,Computer Games,Mumbai Angels Network,320000,Pre-series B
399,September,Farmers Fresh Zone,2015.0,Kochi,AgriTech,"IAN Fund, Malabar Angel Network, Native Angel Network",800000,Pre-series A
400,September,Anveshan,2019.0,Bangalore,Food Production,"DSG Consumer Partners, Titan Capital",500000,Seed
401,September,OckyPocky,2015.0,Gurugram,EdTech,"Sujeet Kumar, SucSEED Indovation Fund",Undisclosed,Seed
402,September,Coutloot,2016.0,Mumbai,Consumer Services,"Ameba Capital, 9Unicorns",8000000,Pre-series A
403,September,Nova Benefits,2020.0,Bangalore,"Health, Wellness & Fitness","Susquehanna International Group, Bessemer Venture Partners",10000000,Series A
404,September,HomeLane,2014.0,Bangalore,Interior Design,"IIFL AMC, Oman India Joint Investment Fund",50000000,Series C
405,September,Lido Learning,2019.0,Mumbai,E-learning,Unilazer Ventures,10000000,Pre-series B
406,September,Jar,2021.0,Bangalore,FinTech,"Tribe Capital, Arkam Ventures, WEH, Kunal Shah",4500000,Pre-series A
407,September,Peppermint,2019.0,Pune,Industrial Automation,"Venture Catalysts, Indian Angel Network",600000,Pre-series B
408,September,moneyHOP,2018.0,London,Financial Services,,1200000,Seed
409,September,Codingal,2020.0,Bangalore,EdTech,,1200000,Seed
410,September,Skit,2016.0,Bangalore,AI startup,WestBridge Capital,23000000,Series B
412,September,REVOS,2017.0,Bangalore,Automotive,,4000000,Series A
413,September,Dezerv.,2021.0,Mumbai,Investment Management,"Elevation Capital, Matrix Partners India",7000000,Seed
414,September,AppsForBharat,2020.0,Bangalore,Product studio,Elevation Capital,10000000,Series A
415,September,Habbit,2020.0,Bangalore,EdTech,Ashok Goyal,320000,Pre-seed
416,September,Bikayi,2019.0,Hyderabad,E-commerce,Sequoia Capital India,10000000,Series A
417,September,Sugar.fit,2021.0,Bangalore,Health,"Cure.fit, Endiya Partners, Tanglin Venture",10000000,Pre-series B
418,September,Dukaan,2020.0,Bangalore,Retail,"HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",11000000,Series A
419,September,Vidyakul,2017.0,Gurugram,EdTech,We Founder Circle,500000,Pre-seed
420,September,Goodmylk,2015.0,Bangalore,Food & Beverages,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",1000000,Seed
421,September,Fieldproxy,2016.0,Chennai,SaaS startup,"LetsVenture, 2am VC, magic.fund",200000,Seed
422,September,NeuroPixel.AI,2020.0,Bangalore,Deeptech,"Arvind Venugopal Nair, Amritendu Mukherjee",800000,Seed
423,September,Elixia Tech Solutions,2011.0,Mumbai,Information Technology & Services,Rajasthan Venture Capital Fund,1000000,Pre-series A
424,September,bitsCrunch,2020.0,Chennai,Blockchain,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",700000,Seed
425,September,Prolgae,2016.0,The Nilgiris,Biotechnology,Vijayan,200000,Seed
426,September,Biddano,2016.0,Pune,"Health, Wellness & Fitness","Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",2000000,Pre-series A
427,September,Geniemode,2021.0,Gurugram,B2B,Info Edge Ventures,2000000,Pre-series B
429,September,Neokred,2019.0,Bangalore,FinTech,"Virenxia Group, Rajesh Jain, Nitin Agarwal",500000,Seed
431,September,Flipspaces,2011.0,Mumbai,Design,Prashasta Seth,2000000,Pre-series B
432,September,Fleek,2021.0,Bangalore,Internet,Axilor,1000000,Seed
434,September,Proeon,2018.0,Pune,Food Production,"Shaival Desai, Flowstate Ventures",2000000,Seed
436,September,TechEagle,2015.0,Gurugram,Aviation & Aerospace,India Accelerator,500000,Seed
437,September,Voxelgrids,2017.0,Bangalore,Deeptech,Zoho,5000000,Pre-series B
438,September,Cogos Technologies,2016.0,Bangalore,Logistics & Supply Chain,Transworld Group,2000000,Pre-series A
439,September,Gigforce,2019.0,Gurugram,Staffing & Recruiting,Endiya Partners,3000000,Pre-series A
440,September,Vahdam,2015.0,New Delhi,Food & Beverages,IIFL AMC,20000000,Series C
441,September,Leap Finance,2019.0,Bangalore,Financial Services,Owl Ventures,55000000,Series C
445,August,Factors.AI,2020.0,Bangalore,SaaS startup,"Elevation Partners, Emergent Ventures",2000000,Pre-series B
446,August,Elevar,2017.0,Mumbai,Sports,"Kalaari Capital, Dream Capital",2000000,Pre-series B
447,August,Studio Sirah,2020.0,Bangalore,Computer Games,Lumikai,800000,Pre-series B
448,August,OTO Capital,2018.0,Mumbai,FinTech,Matrix Partners India,6000000,Pre-series B
449,August,1Bridge,2016.0,Bangalore,Consumer Goods,C4D Partners,2500000,Pre-series B
450,August,Skeps,2018.0,Gurugram,FinTech,Bertelsmann India,9500000,Pre-series B
452,August,TartanSense,2015.0,Bangalore,Information Technology,"FMC, Omnivore, Blume Ventures",5000000,Pre-series B
453,August,Bewakoof,2012.0,Mumbai,Apparel & Fashion,InvestCorp,8000000,Pre-series B
454,August,Kirana247,2018.0,New Delhi,Logistics & Supply Chain,,1000000,Pre-series B
455,August,FanPlay,2020.0,Computer Games,Computer Games,"Pritesh Kumar, Bharat Gupta , Upsparks",1200000,
457,August,IsGoingOnline,2015.0,Cochin,Retail,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000,Pre-series B
458,August,Camp K12,2010.0,Gurugram,EdTech,"Matrix Partners India, Elevation Capital",12000000,Pre-series B
460,August,Sporjo,2020.0,Mumbai,SportsTech,Punit Balan,2000000,Pre-series B
462,August,SuperGaming,2017.0,Pune,Gaming,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000,Pre-series B
463,August,Ruptok,2020.0,New Delhi,FinTech,Eclear Leasing,1000000,Pre-series B
477,August,O’ Be Cocktails,2019.0,Bangalore,Wine & Spirits,"First Cheque, Letsventure",400000,Pre-series B
481,August,Khatabook,2018.0,Bangalore,Financial Services,"Tribe Capital, Moore Strategic Ventures (MSV)",100000000,Series C
482,August,Smytten,2015.0,Gurugram,Consumer Goods,Fireside Ventures,6000000,Series A
485,August,NOTO,2019.0,Mumbai,Consumer Goods,"Titan Capital, Rockstud Capital, John Abraham, WEH Ventures",500000,Pre-series A
486,August,Lumiq,2013.0,Noida,Information Technology,Info Edge Ventures,2000000,Seed
488,August,Breathe Well-being,2015.0,Gurugram,Health,Accel,5500000,Series A
490,August,House of Kieraya,2013.0,Bangalore,Lifestyle,TradeCred,15000000,Pre-series B
491,August,goEgoNetwork,2019.0,Pune,Automotive,,2000000,Pre-series B
492,August,Probus,2017.0,New Delhi,IoT,Unicorn India Ventures,500000,Pre-seed
493,August,DrinkPrime,2016.0,Bangalore,Consumer Goods,"UC Inclusive Credit, Western Capital",1000000,Pre-series B
494,August,Smart Express,,Mumbai,Logistics,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000,Seed
495,August,Smallcase,2015.0,Bangalore,FinTech,Faering Capital,40000000,Series C
496,August,SATYA MicroCapital,2017.0,New Delhi,Banking,"responsAbility Investments, Blue Orchard",10000000,Pre-series B
498,August,Postman,2014.0,Bangalore,Computer software,"CRV, Nexus Venture Partners",225000000,Series C
499,August,Hashnode,2016.0,Bangalore,Computer software,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000,Series A
500,August,RACEnergy,2018.0,Hyderabad,Automotive,"Micelio Fund, growX ventures",1300000,Pre-seed
502,August,Gyde,2019.0,Pune,Computer software,"Better Capital, Ashish Achrekar",250000,Seed
503,August,BatteryPool,2018.0,Pune,Automotive,IAN,Undisclosed,Seed
504,August,AgNext,2016.0,Chandigarh,AgriTech,Alpha Wave Incubation,21000000,Series A
505,August,Xpresslane,2019.0,Bangalore,Tech startup,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000,Pre-seed
506,August,LoanKuber,2016.0,New Delhi,Digital mortgage,,1200000,Pre-series A
507,August,OYO,2013.0,Gurugram,Hospitality,Microsoft,5000000,Series C
508,August,Rapido,2015.0,Bangalore,Information Technology & Services,"Shell Ventures, Yamaha, Kunal Shah",52000000,Pre-series B
509,August,YPay,2017.0,Noida,Fintech,We Founder Circle,400000,Pre-series B
510,August,SleepyCat,2017.0,Mumbai,Furniture,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",3800000,Pre-series B
511,August,Ultrahuman,2020.0,Bangalore,Healthcare,Tiger Global’s Scott Schleifer,17500000,Pre-series B
512,August,UpScalio,2021.0,Gurugram,E-commerce,,42000000,Pre-series B
513,August,Yellow Class,2020.0,Gurugram,EdTech,Elevation Capital,6000000,Pre-series B
514,August,Yojak,2019.0,Gurugram,B2B marketplace,Info Edge Ventures,3800000,Pre-series B
515,August,CreatorStack,2019.0,Bangalore,Computer software,Accel,2000000,Pre-series B
517,August,Rage Coffee,2018.0,New Delhi,Food & Beverages,Sixth Sense Ventures,5000000,Pre-series B
519,August,Navia Life Care,2016.0,New Delhi,Healtcare,"Anicut Angel Fund, 9 Unicorns",1000000,Pre-series B
520,August,1K Kirana Bazaar,2018.0,Gurugram,Retail,"Info Edge, FalconEdge",7000000,Pre-series B
521,August,Zupee,2018.0,Gurugram,Gaming,"WestCap Group, Tomales Bay Capital",30000000,Pre-series B
522,August,Locale.ai,2019.0,Bangalore,Location Analytics,"Chiratae Ventures, Better Capital",1000000,Pre-series B
523,August,VerSe Innovation,2018.0,Bangalore,Media,"Siguler Guff, Baillie Gifford",450000000,Pre-series B
525,August,Miko,2015.0,Mumbai,Consumer Electronics,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000,Pre-series B
526,August,Whiz League,2020.0,New Delhi,EdTech,ITI Growth Opportunities,300000,Pre-series B
527,August,Hash,2020.0,New Delhi,Tobacco,Amrac Investment Trust,3500000,Pre-series B
530,August,upGrad,2015.0,Mumbai,EdTech,India Infoline Finance,25000000,Pre-series B
531,August,FlashPrep,2020.0,Bangalore,EdTech,Venture Highway,500000,Pre-seed
532,August,Kenko Health,2019.0,Mumbai,Insuretech,"BEENEXT, Orios",1700000,Pre-series A
533,August,Wiz Freight,2020.0,Chennai,Logistics & Supply Chain,Axilor,3500000,Seed
534,August,Credgenics,2018.0,New Delhi,Financial Services,"Westbridge Capital, Tanglin Venture Partners",25000000,Series A
535,August,BlueLearn,2020.0,Goa,EdTech,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000,Pre-seed
536,August,NimbleBox.ai,2018.0,Chennai,MLOps platform,Venture Catalysts,1000000,Seed
537,August,Pickrr,2015.0,Gurugram,Logistics & Supply Chain,"IIFL, Amicus Capital, Ananta Capital",12000000,Series B
538,August,Stellaris Venture Partners,2015.0,Bangalore,Venture Capital,,225000000,Pre-series B
539,August,Grip Invest,2020.0,Gurugram,Financial Services,"Venture Highway, Endiya Partners",3000000,Series A
540,August,Heads Up For Tails,2008.0,New Delhi,Pet care,"Verlinvest, Sequoia Capital India",37000000,Series A
541,August,Blue Tokai Coffee Roasters,2012.0,New Delhi,Food & Beverages,Anicut Angel Fund,2000000,Pre-series B
542,August,Neeman,2017.0,Hyderabad,Consumer Goods,Sixth Sense Ventures,2000000,Series A
544,August,GoSats,2020.0,Bangalore,FinTech,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000,Seed
545,August,StockGro,2020.0,Bangalore,FinTech,"Roots Ventures, Velo Partners",5000000,Pre-series A
546,August,Onsurity,2020.0,Bangalore,Healthcare,Nexus Venture Partners,16000000,Series A
547,August,Khabri,2017.0,Gurugram,Media,,2000000,Pre-series A
548,August,Celcius,2020.0,Mumbai,Logistics,"Mumbai Angels Network, Huddle, Lumis Partners",500000,Pre-series B
549,August,AyuRythm,2017.0,Bangalore,Healthcare,SucSEED Indovation Fund,undisclosed,Seed
550,August,Enguru,2014.0,Bangalore,EdTech,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",undisclosed,Pre-series A
551,August,Rocket Skills,2020.0,Gurugram,EdTech,"Better Capital, First Cheque, Titan Capital",200000,Pre-seed
552,August,RenewBuy,2015.0,Gurugram,FinTech,Evolvence Capital,10000000,Series C
553,August,Faarms,2020.0,Bangalore,AgriTech,,2000000,Seed
554,August,UrbanMatrix Technologies,2019.0,Chennai,Drone,SARA ELGI,100000,Pre-series B
555,August,Jupiter,2019.0,Mumbai,Banking,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000,Series B
556,August,Pixuate,2012.0,Bangalore,DeepTech,SucSEED Indovation Fund,1000000,Seed
557,August,Playo,2014.0,Bangalore,SportsTech,ah! Ventures High Tables,500000,Pre-series A
558,August,Toothsi,2018.0,Mumbai,Health,"Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000,Series B
559,August,Soothe Healthcare,2012.0,New Delhi,Consumer Goods,A91 Partners,10000000,Series C
560,August,Goodmeetings,2020.0,Bangalore,Computer software,Chiratae Ventures,1700000,Series A
561,August,Apnaklub,2020.0,Bangalore,Wholesale,Sequoia’s Surge,3500000,Seed
